"code","excluded","topic","type","delivery","level","hasOnDemand","onDemandUrl","captionFileLink","ogImage","title","oneliner","tags","speakers","start"
"DEMSP388","True","Developer tools & frameworks","Demo","In-person","(200) Intermediate","True","https://medius.microsoft.com/Embed/video-nc/46e9fb81-4bb9-4d1c-a5e4-ca32bd1bb8ff","https://medius.microsoft.com/video/asset/Transcript/46e9fb81-4bb9-4d1c-a5e4-ca32bd1bb8ff","https://medius.microsoft.com/video/asset/Thumbnail/46e9fb81-4bb9-4d1c-a5e4-ca32bd1bb8ff","Ship faster with Claude Code and Cowork in Microsoft Foundry","<p><strong>Introduction and Context:</strong> The presentation begins with Caroline Matthews from Anthropic greeting the audience and introducing herself as ...","AI|Agents|Developer","Caroline Matthews, Ryan Whitehead","2026/06/02 22:10:00"
"DEM364","False","Cloud platform & data","Demo","In-person","(300) Advanced","True","https://medius.microsoft.com/Embed/video-nc/17b83627-30f4-4447-9093-6446eef5d675","https://medius.microsoft.com/video/asset/Transcript/17b83627-30f4-4447-9093-6446eef5d675","https://medius.microsoft.com/video/asset/Thumbnail/17b83627-30f4-4447-9093-6446eef5d675","Simplify app dev with cloud-native PostgreSQL in Azure HorizonDB","<p><strong>Introduction and Overview:</strong> The session begins with a warm introduction at <a class=""medius-aisummary"" data-starttime=""00:00:22"">00:00:22<...","CP&D|Data","Maxim Lukiyanov","2026/06/03 18:20:00"
"DEM322","True","Working with models","Demo","In-person","(100) Foundational","True","https://medius.microsoft.com/Embed/video-nc/47728171-6ede-46aa-9dd5-63ec9ac0ffbb","https://medius.microsoft.com/video/asset/Transcript/47728171-6ede-46aa-9dd5-63ec9ac0ffbb","https://medius.microsoft.com/video/asset/Thumbnail/47728171-6ede-46aa-9dd5-63ec9ac0ffbb","Smaller, faster, smarter: Distilling models with fine‑tuning","<p><strong>Introduction and Motivation:</strong> The session opens with greetings and a brief overview of the purpose of the talk <a class=""medius-aisummary""...","","William Liang","2026/06/03 19:20:00"
"DEM375","False","@{displayValue=; logicalValue=}","Demo","In-person","(100) Foundational","True","https://medius.microsoft.com/Embed/video-nc/627da16b-571e-42f2-b209-04848e325852","https://medius.microsoft.com/video/asset/Transcript/627da16b-571e-42f2-b209-04848e325852","https://medius.microsoft.com/video/asset/Thumbnail/627da16b-571e-42f2-b209-04848e325852","So you want to become an MVP?","<p><strong>Introductions and Overview of the MVP Program:</strong> At the start of the video (<a class=""medius-aisummary"" data-starttime=""00:00:02"">00:00:02<...","Community","Christine Flora, Fernanda Herger, Stephen Simon, Jeremy Sinclair, Betsy Weber","2026/06/02 23:00:00"
"DEM375-R1","False","Working with models","Demo","In-person","(100) Foundational","True","https://medius.microsoft.com/Embed/video-nc/a4918e84-1b84-4309-a75e-d27409bc3d70","https://medius.microsoft.com/video/asset/Transcript/a4918e84-1b84-4309-a75e-d27409bc3d70","https://medius.microsoft.com/video/asset/Thumbnail/a4918e84-1b84-4309-a75e-d27409bc3d70","So you want to become an MVP?","<p><strong>Introduction and Presenter Backgrounds:</strong> The session opens with an introduction and greetings from the hosts Betsy Weber and Fernanda Sari...","Community","Shannon Eldridge-Kuehn, Fernanda Herger, Stephen Simon, Jeremy Sinclair, Betsy Weber","2026/06/03 22:30:00"
"DEM300","False","Developer tools & frameworks","Demo","In-person","(400) Expert","True","https://medius.microsoft.com/Embed/video-nc/fdb6bddc-1932-46a2-9662-01dc3f87fd64","https://medius.microsoft.com/video/asset/Transcript/fdb6bddc-1932-46a2-9662-01dc3f87fd64","https://medius.microsoft.com/video/asset/Thumbnail/fdb6bddc-1932-46a2-9662-01dc3f87fd64","Supercharged profiling: Finding performance bugs with agents","<p><strong>Introduction and Overview:</strong> The session begins with Nick Karpinski, a Microsoft software engineer with over twelve years of experience on ...","Developer|Visual Studio|AI Toolkit|DevTools","Nik Karpinsky","2026/06/03 16:30:00"
"DEMSP395","False","Developer tools & frameworks","Demo","In-person","(300) Advanced","True","https://medius.microsoft.com/Embed/video-nc/74755fa7-4099-43f3-98b4-01cb5032629e","https://medius.microsoft.com/video/asset/Transcript/74755fa7-4099-43f3-98b4-01cb5032629e","https://medius.microsoft.com/video/asset/Thumbnail/74755fa7-4099-43f3-98b4-01cb5032629e","Teach AI agents to manage context with Elastic Agent Builder","<p><strong>Introduction and Microsoft–Elastic Collaboration:</strong> The session opens with Mike Richter, Principal Partner Solution Architect at Microsoft,...","AI|Agents|Developer","Deepti Dheer, Mike Richter","2026/06/03 21:00:00"
"DEM376","False","Developer tools & frameworks","Demo","In-person","(100) Foundational","True","https://medius.microsoft.com/Embed/video-nc/9b441553-0170-41c9-9cc5-34040734f410","https://medius.microsoft.com/video/asset/Transcript/9b441553-0170-41c9-9cc5-34040734f410","https://medius.microsoft.com/video/asset/Thumbnail/9b441553-0170-41c9-9cc5-34040734f410","The story of the Global AI Community that spans every continent","<p><strong>Introduction and Overview:</strong> The video begins with Ullans, a cloud architect and Global AI Community Board member, welcoming the audience a...","AI|Community","Roelant Dieben, Stephen Simon","2026/06/02 22:10:00"
"DEM331","True","Agents & apps","Demo","In-person","(300) Advanced","True","https://medius.microsoft.com/Embed/video-nc/f08b2f52-65fb-4621-90fd-7813993f93ca","https://medius.microsoft.com/video/asset/Transcript/f08b2f52-65fb-4621-90fd-7813993f93ca","https://medius.microsoft.com/video/asset/Thumbnail/f08b2f52-65fb-4621-90fd-7813993f93ca","Turn APIs, tools, and data into real agent velocity","<p><strong>Introduction and Problem Context:</strong> The video begins by explaining how AI agents struggle when exposed to unstructured, real-world content ...","API|Foundry IQ|Microsoft Foundry|Governance|Agent Observability|Grounding|Enterprise","Chu Lahlou","2026/06/03 16:30:00"
"DEM323","True","Working with models","Demo","In-person","(200) Intermediate","True","https://medius.microsoft.com/Embed/video-nc/737e6687-341c-48f1-955a-62f5f84e88a1","https://medius.microsoft.com/video/asset/Transcript/737e6687-341c-48f1-955a-62f5f84e88a1","https://medius.microsoft.com/video/asset/Thumbnail/737e6687-341c-48f1-955a-62f5f84e88a1","Under the hood of Microsoft AI models","<p><strong>Introduction and Session Overview:</strong> The session opens at <a class=""medius-aisummary"" data-starttime=""00:00:02"">00:00:02</a> with host Dave...","Microsoft for Startups|Microsoft Foundry|AI Toolkit","Dave Citron","2026/06/03 0:30:00"
"DEM361","False","Agents & apps","Demo","In-person","(300) Advanced","True","https://medius.microsoft.com/Embed/video-nc/65ab30d5-8261-422e-8be7-119ad843b8ee","https://medius.microsoft.com/video/asset/Transcript/65ab30d5-8261-422e-8be7-119ad843b8ee","https://medius.microsoft.com/video/asset/Thumbnail/65ab30d5-8261-422e-8be7-119ad843b8ee","Understand and fix Agent Framework apps with observability and evals","<p><strong>Introduction and Session Overview:</strong> The video begins with <a class=""medius-aisummary"" data-starttime=""00:00:02"">00:00:02</a> Jim Bennett, ...","Community|MVP","Jim Bennett","2026/06/03 22:30:00"
"DEM304","False","Developer tools & frameworks","Demo","In-person","(400) Expert","True","https://medius.microsoft.com/Embed/video-nc/5823d341-1ee8-4b7a-8fdd-2abf8469ddd4","https://medius.microsoft.com/video/asset/Transcript/5823d341-1ee8-4b7a-8fdd-2abf8469ddd4","https://medius.microsoft.com/video/asset/Thumbnail/5823d341-1ee8-4b7a-8fdd-2abf8469ddd4","Union types in C#","<p><strong>Introduction and Context:</strong> The session opens with Matt Torgersen and Dustin Campbell from the C# team introducing themselves and announcin...","Developer|GitHub|DevTools","Dustin Campbell, Mads Torgersen","2026/06/02 23:00:00"
"DEM346","False","Windows","Demo","In-person","(400) Expert","True","https://medius.microsoft.com/Embed/video-nc/4025f713-c725-4c66-a946-2ab72f10c1ad","https://medius.microsoft.com/video/asset/Transcript/4025f713-c725-4c66-a946-2ab72f10c1ad","https://medius.microsoft.com/video/asset/Thumbnail/4025f713-c725-4c66-a946-2ab72f10c1ad","WSL improvements and the new Containers CLI and APIs","<p><strong>Introduction and Key Announcements:</strong> The session begins with Pooja Trivedi and Craig introducing themselves and unveiling a new capability...","AI|Linux|Windows|VS Code|WSL|Linux Containers|Distributions|Windows applications","Craig Loewen, Pooja Trivedi","2026/06/02 21:40:00"
"LTG401","False","Developer tools & frameworks","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018711414001rPGE_20260512022341854.avif","10 ways to maximize GitHub Copilot","It started as autocomplete, but that's so 2024.","Developer|GitHub Copilot|GitHub|GitHub Actions|GitHub Enterprise|GitHub Copilot CLI|DevTools","Aaron Powell","2026/06/02 22:30:00"
"LTG401-R1","False","Developer tools & frameworks","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1778262935558001RpbP_20260512031931458.avif","10 ways to maximize GitHub Copilot (Repeat)","It started as autocomplete, but that's so 2024.","Developer|GitHub Copilot|GitHub|GitHub Actions|GitHub Enterprise|GitHub Copilot CLI|DevTools","Aaron Powell","2026/06/04 0:00:00"
"LTG430","False","Responsible AI","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018717724001rECb_20260603024726288.avif","Agent Control Specification: Universal Control Layer for Safe Agents","AI agents are rapidly gaining autonomy—but most still rely on prompts and ad hoc checks for safety.","Security|Responsible AI|Governance|Guardrails","Mohammad Abuomar, Mike Shi","2026/06/02 22:30:00"
"LTG458","False","Agents & apps","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776293184274001L59w_20260512030207009.avif","Agentic Apps on Microsoft Fabric: Mind-Blowing Interactive Experiences","Imagine turning your Microsoft Fabric semantic models into stunning, interactive apps in minutes.","Agents|GitHub Copilot|Microsoft Fabric|Community|CP&D|Data|App Developers|GitHub Copilot CLI|MVP|Skills","Mike Carlo","2026/06/03 18:50:00"
"LTG451","False","Agents & apps","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776292575600001CoIk_20260512030027885.avif","Agentic FinOps: Governing Cost and Quality with Microsoft Foundry","Your agents are spending money you can't see.","Community|MVP","Roelant Dieben","2026/06/03 18:30:00"
"LTG411","False","Cloud platform & data","Lightning Talk","In-person","(400) Expert","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018707578001rTn5_20260512021838542.avif","Agentic RAG for fast, low-cost knowledge retrieval on Azure Cosmos DB","Skip the knowledge graph and ontology construction.","AI|Azure Cosmos DB|Agents|CP&D|OFT","James Codella","2026/06/03 0:30:00"
"LTG460","False","Cloud platform & data","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776293340144001LRTb_20260512030233179.avif","Agents Gone Wild: The Best (and Worst) AI Agents You Can Build Today","AI agents are everywhere—but not all of them should exist.","AI|Azure|Agents|Foundry IQ|Foundry Agents|Community|MVP","Onur Okutucu","2026/06/03 22:00:00"
"LTG461","False","Developer tools & frameworks","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776293411668001DEZ6_20260520160655023.avif","AI building using the Foundry Extension for VS Code","This session does a quick overview on how to create an Ai app using the Foundry Toolkit Extension for VS Code.","Developer|Visual Studio Code|Community|VS Code|AI Toolkit|MVP|DevTools","Adnan Hendricks","2026/06/03 18:50:00"
"LTG459","False","Cloud platform & data","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776293264752001CkVj_20260512030219583.avif","Anatomy of a cloud based, multi tenant, SaaS product","In this session, I’ll walk through the real-world process of designing and building a cloud-based, multi-tenant SaaS product on Azure.","Community|MVP","Nikos Delis","2026/06/04 0:00:00"
"LTGSP480","False","Cloud platform & data","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774392203158001IFbh_20260512023615629.avif","Architect and build cloud infrastructure in the AI Era","What's changed in cloud infrastructure architecture and builds in the era of AI?","AI|Automation|Azure|Developer|AKS","Cole Morrison","2026/06/03 23:00:00"
"LTGSP479","False","Developer tools & frameworks","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774392118386001zbpm_20260519172751516.avif","Automate Windows on Arm migrations with AI-assisted specs","Porting Windows apps to Arm used to take weeks: identifying dependencies, chasing compatibility gaps, and relying on trial and error.","Automation|Azure|Cost Management|Platform Engineering|Reliability|SAP|Compute|MongoDB Migration|Oracle Migration|On-prem Migration|MySQL Migration|Postgres Migration|Azure SQL|Azure SQL Hyperscale|Azure Database for MySQL|Azure Database for PostgreSQL|SQL Server Containers on Kubernetes|CosmosDB|Azure Cosmos DB|.NET|Developer|Azure Kubernetes Service (AKS)​​|GitHub Advanced Security|Agent 365|Software Development Company|MCP|Foundry Agents|AKS|Azure Copilot|Azure DevOps|Azure Linux|Data|Deployment Pipelines|OSS CI/CD Libraries|Windows 365 for Agents|Agents on Windows","Jamshed Damkewala, michael Gamble, Clay Nelson","2026/06/02 19:40:00"
"LTG405","False","Developer tools & frameworks","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018712070001rAew_20260518110540709.avif","Better tests, faster. GitHub Copilot does the heavy lifting","AI agents write code faster than ever — but quality still matters.","Agents|Developer|GitHub Copilot|GitHub|GitHub Actions|GitHub Enterprise|GitHub Copilot CLI|DevTools|Agentic Security|Agentic SDLC","Nandini Muralidharan, Ashish Shah","2026/06/03 18:10:00"
"LTG405-R1","False","Developer tools & frameworks","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1778263360832001mLJi_20260518110808115.avif","Better tests, faster. GitHub Copilot does the heavy lifting (Repeat)","AI agents write code faster than ever — but quality still matters.","Agents|Developer|GitHub Copilot|GitHub|GitHub Actions|GitHub Enterprise|GitHub Copilot CLI|DevTools|Agentic Security|Agentic SDLC","Nandini Muralidharan, Ashish Shah","2026/06/04 0:30:00"
"LTG465","False","Developer tools & frameworks","Lightning Talk","In-person","(100) Foundational","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776294028217001xLPG_20260512030331182.avif","Beyond the Basics: What GitHub Can Do Today","GitHub has been the developer platform of choice for well over a decade.","Agents|Developer|GitHub Copilot|GitHub|Community|GitHub Actions|GitHub Enterprise|GitHub Copilot CLI|MVP|DevTools|Agentic SDLC","Scott Sauber","2026/06/03 17:10:00"
"LTG429","False","Responsible AI","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018717544001rIrk_20260518110613417.avif","Broken, costly? Debug and operate AI agents with Azure Monitor","In this 15 minute session, we'll show how to debug and optimize your production agents.","Observability|Microsoft Foundry|Responsible AI","Hong Gao, Matt McCleary","2026/06/03 16:50:00"
"LTGSP490","False","Developer tools & frameworks","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1775146351584001ha83_20260512024651908.avif","Build AI agents with context engineering for autonomous execution","High impact AI agents require precision search.","Azure|Observability|GitHub Copilot|GitHub|Foundry IQ|Microsoft Foundry|Foundry Agents|Entra","Greg Crist","2026/06/02 21:50:00"
"LTG448-R1","False","Agents & apps","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1779814137678001ohCu_20260527112740581.avif","Build Intelligent Agents with Work IQ, Foundry IQ, and Fabric IQ","What if your AI agents truly understood how your business works, had instant access to trusted enterprise data, and could take meaningful action from end to ...","Community|MVP","Prashant G Bhoyar","2026/06/03 23:40:00"
"LTG448","False","Agents & apps","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776291995849001LVw2_20260512030002798.avif","Build Intelligent Agents with Work IQ, Foundry IQ, and Fabric IQ","What if your AI agents truly understood how your business works, had instant access to trusted enterprise data, and could take meaningful action from end to ...","Community|MVP","Prashant G Bhoyar","2026/06/03 19:50:00"
"LTGSP481","False","Agents & apps","Lightning Talk","In-person","(400) Expert","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776266349523001JP6P_20260512025640005.avif","Build reliable coding agents with .NET and durable workflows","Modern AI can generate code—but building agents that autonomously fix bugs, run tests, and create pull requests requires real systems engineering.","AI|Automation|Agents|.NET|Developer","Shriram Sankaran","2026/06/02 21:10:00"
"LTG439","False","Agents & apps","Lightning Talk","In-person","(100) Foundational","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774050805352001dHyf_20260512023236390.avif","Building a voice-first agent","Build your own version of a web-based, voice-first agent using reusable templates that encapsulate proven patterns for conversational UX, prompt design, and ...","Agents|App Developers|DevTools","ILIYAS Chawdhary, Vinay Nalam","2026/06/03 21:40:00"
"LTG469","False","Developer tools & frameworks","Lightning Talk","In-person","(100) Foundational","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774051400990001kVCn_20260512023351978.avif","Building an AI Robot 'StackChan' with GitHub Copilot and Foundry","Physical AI is one of the most exciting frontiers in technology today, but for many developers, building AI-powered robots still feels out of reach.","Agents|Developer|GitHub Copilot|GitHub|Microsoft Foundry|Foundry Agents|Community|GitHub Actions|GitHub Enterprise|GitHub Copilot CLI|DevTools","Maki Nagase","2026/06/03 17:30:00"
"LTG453-R1","False","Cloud platform & data","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1779814253531001gx5R_20260527112806531.avif","Building an End‑to‑End Enterprise AI Platform on Azure","Enterprise AI systems span ingestion, embeddings, vector search, APIs, and partner integrations—often across serverless and container platforms.","Community|MVP","Ehsan Eskandari","2026/06/03 23:40:00"
"LTG453","False","Cloud platform & data","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776292817165001Xnbo_20260512030056762.avif","Building an End‑to‑End Enterprise AI Platform on Azure","Enterprise AI systems span ingestion, embeddings, vector search, APIs, and partner integrations—often across serverless and container platforms.","Community|MVP","Ehsan Eskandari","2026/06/02 20:50:00"
"LTG423","False","Agents & apps","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018703178001rqXS_20260512153016845.avif","Building end-to-end agentic automation in 15 mins","In just 15 minutes, see how Copilot Studio can deliver a complete autonomous agentic automation —from idea to deployment.","Agents|Developer|MCP|Copilot Studio","Dakota Shafer, Taiki Yoshida, Laura Wolf","2026/06/03 21:20:00"
"LTG466","False","Developer tools & frameworks","Lightning Talk","In-person","(100) Foundational","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776294107511001Z3tj_20260512030339887.avif","Building your own MCP server","The Model Context Protocol (MCP) is all the rage and rightly so.","Agents|Developer|Microsoft Foundry|MCP|Foundry Agents|Community|MVP|DevTools|Agentic SDLC","Stuart van der Lee","2026/06/03 16:30:00"
"LTGSP496","False","Responsible AI","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776888591641001IgLK_20260528122912599.avif","Can LLMs generate high quality code?","AI tools are quickly becoming key contributors to the output of software engineering teams, but the code they write needs to be reliable, maintainable, and s...","AI|Reliability|Security|Agents|Developer","Brooks Naylor","2026/06/03 22:00:00"
"LTG470","False","Responsible AI","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774051494766001FDla_20260512023404154.avif","Can your AI pass the accessibility test?","As AI speeds up development, accessibility must be built in from the start.","Community","Carie Fisher, Aaron Gustafson","2026/06/03 18:30:00"
"LTG414","False","Developer tools & frameworks","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018708081001rhQb_20260512021913750.avif","Change-driven AI agents with Drasi and LangChain","Drasi is a change‑detection platform for databases that enables reactive, change‑driven AI agents.","Agents|Developer|Data|OSS","Aman Singh","2026/06/02 23:10:00"
"LTG449","False","Agents & apps","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776292232227001Ltui_20260512030015514.avif","Closing the Loop: Feedback based Learning for Agentic RAG on Azure","Search and retrieval quality is the foundation of effective agentic RAG.","Community|MVP","Priyanka Shah","2026/06/03 16:50:00"
"LTG413","False","Cloud platform & data","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018707907001rSTJ_20260513202916111.avif","Cloud‑Native PostgreSQL, Rebuilt for Scale: Azure HorizonDB","Modern applications demand elastic scale without complexity.","Community|Azure HorizonDB","Denzil Ribeiro","2026/06/02 23:50:00"
"LTG441","False","Agents & apps","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774050911164001k5R0_20260512023258507.avif","CopyFlag: Imagine Cup Finalists Tackling Creative Protection","CopyFlag helps independent creators fight AI-enabled infringement by continuously scanning marketplaces and social platforms for remixed copies.","Security|Azure ML|API|Agents|PyTorch|Microsoft for Startups|Microsoft Foundry|Foundry Agents|Data|Scaling|ISV|User Privacy|App Integration|Agentic Security","Patrick Brown","2026/06/03 16:30:00"
"LTG433","False","Windows","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018719827001r6Oh_20260512153054115.avif","Debugging and Securing agent developer experiences on Windows","This session demonstrates agent developer experiences on Windows.","Windows|MCP|Agents on Windows|On-Device Registry","Hannah Cooper","2026/06/03 18:30:00"
"LTGSP494","False","Cloud platform & data","Lightning Talk","In-person","","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776888818056001rfSc_20260602111615995.avif","Deploy open AI workloads on Azure with Red Hat and AKS","Discover how Red Hat brings open choice to Azure AI development—from OS to inference.","","Steve Pousty","2026/06/03 21:40:00"
"LTG454","False","Cloud platform & data","Lightning Talk","In-person","(400) Expert","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776292893312001WFRO_20260512030109765.avif","Deploying Infrastructure and Turning on the Light: Bicep Beyond Azure","Take your Infrastructure as Code workflows to the next level with Bicep Local Deploy.","Automation|Azure|Developer|Visual Studio Code|Community|Azure DevOps|VS Code|Win32 Developers|MVP","Freek Berson","2026/06/02 23:50:00"
"LTGSP499","False","Agents & apps","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776888738206001CKc6_20260521160841641.avif","Design efficient AI agents with modular skills, not context bloat","Your agents are getting smarter — and slower, more expensive, and less reliable.","Agents|Developer Technologies|Skills|Agentic SDLC","Rufus Harvey","2026/06/03 23:40:00"
"LTGSP491","False","Agents & apps","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1775841352678001DgCO_20260527112953948.avif","Design multimodal agents that work as collaborators","What if every person on your team had a dozen competent coworkers available around the clock, across every function, ready to support them regardless of the ...","AI|Azure|Copilot|Agents|Windows APIs","Shijo Joy, Edo Segal, Gillian Sheldon","2026/06/03 21:00:00"
"LTG409","False","Cloud platform & data","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018707249001r93j_20260512021821952.avif","Develop and scale without limits using Azure SQL Database Hyperscale","In this demo‑driven session, see how Azure SQL Database Hyperscale removes scaling limits without changing how you build.","Azure SQL Hyperscale|CP&D|Data","Kendal Van Dyke","2026/06/02 23:10:00"
"LTG434","False","Windows","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018720119001rG8N_20260512023059271.avif","Elevate your developer productivity with Windows Terminal","Developers lose time switching tools to maintain UNIX habits.","AI|Windows|Windows Developer|Developer Technologies|Windows Development|Developer Frameworks|Developer Languages|WSL","Pankaj Bhojwani","2026/06/03 23:00:00"
"LTG425","False","Agents & apps","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018703493001r10j_20260515115247078.avif","Expanding horizons: Foundry Local for devices and on-prem","Discover how Foundry Local extends AI capabilities across multiple platforms in this demo session.","Local AI|Windows|Scaling|Foundry Local|Cross-device|Enterprise","Moran Assaf, Meng Tang","2026/06/03 22:00:00"
"LTGSP495","False","Agents & apps","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776888666362001Khir_20260601103610087.avif","Extend coding agents across your team with Claude in Microsoft Foundry","Many teams adopt a coding agent, then ask: why can't the rest of the org work this way?","AI|Agents|Developer","Alex Koren, Ryan Whitehead","2026/06/03 20:20:00"
"LTG431","False","Responsible AI","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018717894001rgAt_20260512022927356.avif","Extend your LangChain agent to Agent365: Collaborate like an employee","Create a new LangChain agent, enable Agent 365 observability, and integrate Work IQ MCP servers.","Observability|Agents|Agent 365|Responsible AI|Governance|Work IQ","Alastair Fehr, Aarthi Saravanakumar","2026/06/02 21:50:00"
"LTG410","False","Cloud platform & data","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018707419001rtDZ_20260527112846193.avif","Faster and smarter agents with Redis and Foundry","AI agents are only as powerful as the data and memory behind them.","Microsoft Foundry|CP&D|Data","Philip Laussermair","2026/06/03 23:20:00"
"LTG404","False","Developer tools & frameworks","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018711903001rZpY_20260512022411450.avif","Fire, forget, sleep. VS Code agents that run without you","You can only be in one place at once.","Agents|Developer|GitHub Copilot|GitHub|Visual Studio Code|VS Code|GitHub Copilot CLI|DevTools|Agentic SDLC","Julia Kasper, Josh Spicer","2026/06/02 21:50:00"
"LTG435","False","Windows","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018720412001rxAl_20260512023111602.avif","Foundry Local in Action: AI on Windows Devices","Join us for a session on getting started with Foundry Local on Windows, where we'll cover best practices and tips to help you make the most of using it on Wi...","AI|API|Developer|Local AI|Windows|Microsoft Foundry|Windows Developer|Foundry Local","Maanav Dalal, Meng Tang, Alyanna Castillo","2026/06/03 0:10:00"
"LTG456","False","Cloud platform & data","Lightning Talk","In-person","(200) Intermediate","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776293046515001L7PE_20260512030136596.avif","From COBOL to AI: Using Azure AI to Modernize What You Can’t Observe","Legacy systems hold decades of critical business logic — but they’re opaque, hard to evolve, and nearly impossible to instrument properly.","Community|MVP","Julio Arruda","2026/06/03 0:30:00"
"LTG455-R1","False","Cloud platform & data","Lightning Talk","In-person","(400) Expert","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1779814327211001lX7R_20260527112819638.avif","From Code to Agents: Build Production MCP Servers on Azure Functions","Agents are transforming how we build software but taking them from prototype to production remains the biggest challenge enterprise teams face.","Community|MVP","Jonah Andersson","2026/06/04 0:00:00"
"LTG455","False","Cloud platform & data","Lightning Talk","In-person","(400) Expert","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1776292966476001xEB0_20260512030127481.avif","From Code to Agents: Build Production MCP Servers on Azure Functions","Agents are transforming how we build software but taking them from prototype to production remains the biggest challenge enterprise teams face.","Community|MVP","Jonah Andersson","2026/06/02 22:10:00"
"LTG424","False","Agents & apps","Lightning Talk","In-person","(300) Advanced","False","","","https://mediastream.microsoft.com/Build2026/V1/itse/1774018703337001rwWK_20260518110517888.avif","From fragile demos to production agents with Foundry Toolkit","Building AI agents is easy to demo, but hard to iterate, debug, and ship with confidence.","Developer|GitHub Copilot|Visual Studio Code|Microsoft Foundry|VS Code|Tracing|Evaluations|Production Systems","Ayca Bas","2026/06/02 19:20:00"
